"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_2","Section_3","Section_4","Section_5","Section_6","Section_7","Section_8","Section_10","Section_11","Section_12","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_9","Section_26","Section_27","Section_28","Section_29","Section_30","Section_31","Section_32","Section_33","Section_34","Section_35","Section_36","Section_37","Section_38","Section_39","Section_40","Section_41","Section_42","Section_43","Section_44","Section_45","Section_46","Section_47","Section_48","Section_49","Section_50"
2368418,"Agent de maintenance polyvalent (HFX)","https://jobs.smartrecruiters.com/AccorHotel/744000040508756-agent-de-maintenance-polyvalent-h-f-x-","Accor","Monaco","No","Not specified","Full time","2025-02-05T02:39:03.988942Z","Mission","Directement rattache(e) au Responsable Technique ou a son assistant, en qualite dagent de Maintenance, vous contribuez a l'entretien et a la renovation du site ainsi qu'au bon fonctionnement des installations techniques. Vos responsabilites et missions principales comprennent, sans sy limiter","Assurer la maintenance preventive, curative et corrective dans notre etablissement aussi bien sur le chauffage, la plomberie, piscine, lelectricite, la climatisation, la peinture et la petite maconnerieAssurer la maintenance technique en cas danomalieParticiper aux travaux de remise en etatEffectuer le suivi et la tracabilite des interventions dans le cadre du plan de maintenance preventive de lhotelPrevenir de tout dysfonctionnement des installations techniques et en cas de deterioration du site.Participer activement a la vie du service (bonne tenue des locaux, gestion de lapprovisionnement des stocks, manutention, participation aux reunions de service)Dans le cadre de votre mission et sur demande des differents services, vous serez amenes a Intervenir aupres des clients tout en respectant leur intimite, en sachant leur expliquer clairement le probleme technique quils rencontrent et les rassurer quant a la resolution de celui-ciAccompagner les societes exterieures lors de leurs interventionsParticiper a la maitrise des energies et a la bonne tenue des diverses installationsParticiper activement a la satisfaction du confort des clientsRespecter les regles de securite en vigueur et les delais de realisation des travaux qui vous seront confiesVeiller au respect des normes et procedures de lhotel, de la marque et du GroupeVeiller au respect de la charte environnement Accor et a la politique de developpement durableAmbassadeur de la marque et du groupe, vous participez a la concretisation des objectifs quantitatifs et qualitatifs de votre serviceToutes autres taches requises par les besoins du service ou de lhotel dans le but de satisfaire nos clients et de faciliter leur sejour.Etre garant du respect des consignes de securite incendie","Profil","Formation Bac Pro, BEPCAP en electrotechnique ou maintenance industrielleExperience minimum de deux ans dans des fonctions similairesBonne communication orale en anglais souhaiteeQualites dorganisation, de reactivite et dautonomie indispensables, ainsi quun sens aigu du serviceExcellente presentation et aisance relationnelle sont imperative","Disponibilite","Permanence les Week-end","Horaires variables et tournants (de 08h00 a 20h00) a raison de 39 heures par semaine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368416,"Bellboy","https://jobs.smartrecruiters.com/AccorHotel/744000040511705-bellboy","Accor","Perast","No","Not specified","Full time","2025-02-05T02:39:03.988980Z","Ensure the prompt and efficient handling off all guest luggage on arrival, during stay, departure and the luggage store, as well as ensure safety and security of guest luggage","Assure that every luggage is covered with a baggage claim tag","Parking of guests and visitors vehicles in the designated hotel parking area","Resolve guests complaints requests and liaise with the department concerned to ensure immediately follow up","Report any unusual occurrences or requests to the Concierge desk","Responsible for the efficient, clean, safe and hygienic maintenance of the Concierge Desk area","Practices suggestive selling and able to familiarize guests to hotel facilities","Ensure luggage is placed for guest to unpack","Ensures that all guests are greeted on arrival  departure of the hotel and escorting each individual to the right direction.","2. Skills  Competencies
- Strong communication skills  Ability to interact professionally with guests and colleagues.
- Customer service orientation  Friendly, polite, and eager to assist guests.
- Physical stamina  Ability to lift and carry heavy luggage, stand, and walk for extended periods.
- Time management  Efficiently handling guest requests and coordinating with other departments.
- Attention to detail  Ensuring guest requests are fulfilled correctly and promptly.
- Problem-solving skills  Addressing guest concerns and resolving issues efficiently.
- Multitasking ability  Handling multiple guest requests at once.","RELIABILITY AND LOYALITY",,,,,,,,,,,,,,,"1. Education  Experience
- High school diploma or equivalent (not always mandatory).
- Previous experience in hospitality or customer service is a plus but not always required.
- On-the-job training is usually provided.",,,,,,,,,,,,,,,,,,,,,,,,,
2368413,"CHEF CONCIERGE HF   ANGFR","https://jobs.smartrecruiters.com/AccorHotel/744000040506680-chef-concierge-h-f-ang-fr","Accor","Brussels","No","Not specified","Full time","2025-02-05T02:39:03.989011Z","Missions Principales","Encadrer les equipes de conciergerie, bagagistesvoituriers.Diriger, superviser et controler les services rendus a la clientele dans les espaces daccueil.Accueillir, informer et organiser le sejour, les sorties et les visites des clients pendant leur sejour au sein de lhotel.Etre force de proposition, de solution preventive etou curative pour parfaire lorganisation et ameliorer constamment la qualite de service a offrir a nos clients (selon les standards exiges par la marque) tant en terme de qualite de management que de resultats financiers a obtenir.Participer a la vie de lhotel et aux reunions.","Responsabilites","Garantir la qualite de services offerts aux clients par ses equipes.Anticiper les besoins de la clientele, etre force de proposition pour les services a offrir.Garantir la securite des clients de lhotel en exercant une surveillance des mouvements sur lensemble des espaces publics du rez-de-chaussee, du 1er etage daccueil et de la restauration. Etre le seul responsable du fond de caisse quil aura dument recu de lhotel, contre signature dudit  recu. Etre garant des delais de realisation des demandes des clients internes et externes.","Assurer toutes autres taches demandees par la direction.","Activites","Activite manageriale","Organiser et etablir le planning des voituriers bagagistes et du concierge en coordination avec les equipes de la reception.Organiser, diriger et controler  les activites des Ambassadeurs de son equipe.Superviser et controler la prevenance et la presentation des Ambassadeurs (controle de lapparence tenue vestimentaire respect des standards Sofitel.Assurer la formation aux Ambassadeurs de la reception et aux equipes de nuit afin quils puissent renseigner correctement les clients sur la ville, ses environs les manifestations culturelles, les musees, les restaurants.... et leur fournir les outils dans FidelioOpera au maximum un mois apres leur arrivee.",,"Informer la clientele sur les prestations internes  de lhotel.Informer et conseiller la clientele sur lenvironnement touristique local et regional.Orienter les clients pour leurs achats, loisirs...Organiser et reserver toute prestation externe demandee par les clients  (restaurants, theatres concerts, visites guidees....)Gerer la reception de courriers plis colis pour la clientele de lhotel  et lenvoi de plis colis pour les clients de lhotel.Piloter lelaboration de la lettre de conciergerie.","Activite qualite","Superviser la preparation des arrivees a lhotel via les questionnaires  we are expecting you .Gerer le suivi qualite des prestations fournies ou recommandees aux clients de lhotel.Etablir et entretenir des relations commerciales  avec les sous traitants prestataires de services.Developper et entretenir le reseau professionnel avec les autres hotels de la ville.","Sadapter aux gouts et comportements de la clientele habituee aux etablissements de luxe.Memoriser les personnes et les habitudes des clients.Anticiper et resoudre les problemes ponctuels avec efficacite et discretion.Faire preuve de diplomatie, de tact et de patience.Vehiculer une bonne image de lentreprise.Etre disponible, apte a lecoute, savoir faire preuve dempathie.Etre autonome, prendre des decisions rapides et des initiatives.Etre pedagogue et patient.","CDIUn repas, par jour de travail effectif.Le nettoyage de votre uniforme de travail.Une assurance hospitalisation.Une assurance groupe.Un remboursement des frais de transport selon les dispositions legales.Un parcours  decouverte  au sein de notre etablissement comprenant un diner, une nuit, et un petit-dejeuner pour une ou deux personnes.Une carte Bienvenue permettant de beneficier de nombreux avantages au sein du groupe Accor.Cct 90 (Bonus lie aux resultats)Ecocheque 250 maximum13eme mois",,,,,,,,,,,,"Activite relation clientele",,,,,,,,,,,,,,,,,,,,,,,,,
2368410,"Steward - Dishwasher - Kitchen Cleaner","https://jobs.smartrecruiters.com/AccorHotel/744000040512049-steward-dishwasher-kitchen-cleaner","Accor","Perast","No","Not specified","Full time","2025-02-05T02:39:03.989041Z","The Stewarding Attendant plays a crucial role in maintaining cleanliness and hygiene standards in the hotel's kitchen and food service areas. Reporting to the Stewarding Supervisor, the Stewarding Attendant is responsible for ensuring the efficient operation of the dishwashing area, assisting with kitchen cleaning tasks, and supporting the culinary team to deliver exceptional dining experiences to guests.","Key Responsibilities","Dishwashing Operate dishwashing equipment to clean and sanitize dishes, utensils, pots, pans, and other kitchen equipment. Ensure all items are properly washed, rinsed, and stored according to established procedures.","Kitchen Cleaning Assist with general cleaning tasks in the kitchen area, including sweeping, mopping, and wiping down surfaces. Clean kitchen equipment, countertops, and food preparation areas to maintain hygiene standards.","Waste Management Dispose of kitchen waste and recyclables in designated containers. Monitor waste levels and assist with waste removal as needed.","Stock Management Assist in receiving, storing, and organizing kitchen supplies, equipment, and cleaning products. Maintain inventory levels and report any shortages to the Stewarding Supervisor.","Safety and Hygiene Adhere to all safety and sanitation standards set by the hotel and regulatory authorities. Follow proper procedures for handling and storing cleaning chemicals and equipment.","Team Collaboration Work collaboratively with the culinary team, servers, and other hotel staff to ensure smooth operation of kitchen and dining areas. Communicate effectively with colleagues and supervisors to coordinate tasks and prioritize workload.","Equipment Maintenance Report any malfunctioning equipment or maintenance issues to the Stewarding Supervisor for prompt resolution. Assist with routine maintenance tasks as directed.","High school diploma or equivalent.Previous experience in a similar role preferred but not required on-the-job training provided.Basic knowledge of kitchen hygiene and safety practices.Ability to work efficiently in a fast-paced environment.Strong attention to detail and organizational skills.Ability to follow instructions and work effectively as part of a team.Physical stamina to stand for extended periods and lift heavy objects as needed.","Note This job description is intended to provide a general overview of the responsibilities and qualifications required for the Stewarding Attendant position in a hotel. Specific duties and qualifications may vary depending on the hotel's unique requirements and operational needs.","Qualifications","High school diploma or equivalent.Previous experience in a similar role preferred but not required on-the-job training provided.Basic knowledge of kitchen hygiene and safety practices.Ability to work efficiently in a fast-paced environment.Strong attention to detail and organizational skills.Ability to follow instructions and work effectively as part of a team.Physical stamina to stand for extended periods and lift heavy objects as needed.","Rixos Hotels  Resorts is committed to Talent, Growth and Value Creation. We understand that these objectives cannot be achieved without great people who create and support work environments designed to produce exceptional results. While we have great expectations of you, we are aware that you, in turn, will have expectations of our company as an employer. This is our commitment to you.",,,,,,,,,,,,"Qualifications",,,,,,,,,,,,,,,,,,,,,,,,,
2368407,"CHIEF BUTLER","https://jobs.smartrecruiters.com/AccorHotel/744000040513595-chief-butler","Accor","Playa del Carmen","No","Not specified","Full time","2025-02-05T02:39:03.989064Z","Lo que estara haciendo","Coordinar y supervisar el servicio personalizado para los huespedes, asegurando experiencias memorables desde su llegada hasta su despedida.Garantizar la puntualidad y precision en la ejecucion de las actividades diarias del equipo de butlers.Brindar asistencia personalizada y a medida, anticipandose a las necesidades de los huespedes.Motivar al equipo para mantener los estandares mas altos de hospitalidad y profesionalismo.Mantener relaciones positivas y profesionales con los huespedes, buscando siempre superar sus expectativas.Gestionar de manera eficiente situaciones bajo presion y ofrecer soluciones creativas que mejoren la experiencia del huesped.Mantener comunicacion constante con el Gerente General y Gerente de Division Cuartos sobre cualquier detalle relevante respecto a los huespedes y el servicio.","Su experiencia y habilidades incluyen",,"Experiencia previa en un puesto gerencial dentro de la industria hotelera de lujo.Dominio avanzado de ingles (otros idiomas son un plus).Conocimiento solido de Microsoft Office y Opera Cloud.Altos estandares de atencion al detalle y capacidad para realizar multiples tareas de manera eficiente.Actitud positiva, energica, amigable y colaborativa.Habilidades para motivar al equipo, con un enfoque proactivo y orientacion al servicio.Capacidad para trabajar bajo presion y demostrar flexibilidad para adaptarse a las necesidades del negocio y de los huespedes.","Lo que hay para usted","Tarjeta de Beneficios para colaboradores que ofrece tarifas con descuento en Hoteles Accor en todo el mundoProgramas de aprendizaje a traves de nuestras Academias y ProgramasOportunidad para desarrollar su talento y de crecer dentro de Accor Hotels, con representacion en mas de 100 paises. Capacidad para hacer diferencia en la comunidad local a traves de nuestras actividades de Responsabilidad Social Corporativa, como Planet 21Ser parte de opening de nuevos conceptos dentro del hotel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368404,"Chief Engineer","https://jobs.smartrecruiters.com/AccorHotel/744000040513556-chief-engineer","Accor","Bengaluru","No","10","Full time","2025-02-05T02:39:03.989103Z","We are seeking a visionary and experienced Chief Engineer to join our team in Bengaluru, India. As the leader of our engineering department, you will be responsible for overseeing all technical operations, maintenance, and improvement projects for our facilities. The ideal candidate will bring a combination of technical expertise, strategic thinking, and strong leadership skills to drive innovation and efficiency in our engineering processes.","Lead and manage the engineering team, providing guidance, mentorship, and professional development opportunitiesDevelop and implement comprehensive maintenance and repair programs for all buildings, equipment and systemsOversee the planning, execution, and monitoring of major engineering projects and renovationsCollaborate with other departments to ensure optimal facility operations and customer satisfactionManage the engineering department budget, including forecasting, cost control, and resource allocationDevelop and implement energy management and sustainability initiatives to improve efficiency and reduce environmental impactEnsure compliance with all relevant building codes, safety regulations and industry standardsEstablish and maintain relationships with vendors, contractors and service providersAnalyze technical data and prepare detailed reports for senior managementStay current with emerging technologies and industry trends to drive continuous improvement in engineering processesCoordinate with the Safety Manager to develop and implement emergency response plans and safety protocolsParticipate in strategic planning to align engineering initiatives with overall organizational goals","Bachelor's degree in Engineering required Master's degree preferredProfessional Engineering (PE) license highly desirableMinimum of 10 years of experience in facilities management or related field, with at least 5 years in a senior leadership roleAdvanced level English language proficiency, both written and verbalExtensive knowledge of building systems, including HVAC, electrical, plumbing, and structural componentsStrong project management skills with a track record of successfully delivering complex engineering projectsProven experience in budget management and cost controlExpertise in energy management and sustainability practicesIn-depth understanding of building codes, safety regulations, and industry standardsProficiency in MS Office applications and familiarity with building automation systemsExcellent analytical and problem-solving skillsStrong leadership abilities with experience managing and developing diverse teamsExceptional communication and interpersonal skillsAbility to make decisive decisions in high-pressure situationsCommitment to continuous learning and staying updated on emerging technologies and industry trends","""Diversity  Inclusion for Accor means welcoming each and everyone and respecting their differences by giving priority only to qualities and skills in extending employment and development opportunities.","Our ambition is to provide meaningful employment, a warm  and welcoming culture, excellent working conditions and to promote the development of all people, including those with disabilities.","Do not hesitate to let us know of any specific needs you may have so that we can take them into consideration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368401,"Chef barman HF    FRANG","https://jobs.smartrecruiters.com/AccorHotel/744000040509608-chef-barman-h-f-fr-ang","Accor","Brussels","No","Not specified","Full time","2025-02-05T02:39:03.989161Z","Creer la carte des cocktails et preparer son service Etre en vieille permanente sur les dernieres tendances en termes de mixologiePreparer, organiser et superviser les mises en place en fonction de lactiviteMaitriser lensemble des postes (production, salle, bar)Organiser et animer le briefing  debriefing quotidiennementTransmettre toutes les informations utiles  importantes au bon fonctionnement de son service aupres de sa hierarchie et des autres servicesFaire vivre les animations reseau et elaborer des animations localesFixer a son equipe des objectifs de venteInformer au quotidien le service reception des animations et offres du jourAssurer un veritable lien commercial sur son unite pour faire progresser son taux de captageDevelopper son CA grace aux techniques de ventes additionnellesVeiller au respect des process et des fiches techniquesVeiller a ce que laccueil soit chaleureux et personnalise en permanenceOffrir un service attentionne et adapte aux besoins du clientFaire de la satisfaction client une priorite et gere les insatisfactionsCreer un relationnel avec les clients dans lobjectif de les fideliserFormer et accompagner son equipe a la relation  satisfaction client","Experience luxe.Charismatique et tres sociable, votre bar cest votre terrain de jeu, vous savez mettre a laise vos equipes et les clients afin quils passent un bon moment.Lunivers des cocktails nest pas juste votre metier, cest votre domaine de predilection et votre passion. Vous etes toujours a laffut des dernieres tendances et vous nhesitez pas a tenter des nouveautes a faire tester a vos clients.Dote(e) dune fibre commerciale, vous aimez convaincre, negocier et vendre les prestations auxquelles vous croyez","L'opportunite d'appartenir a la famille AccorCDIUn repas, par jour de travail effectif.Le nettoyage de votre uniforme de travail.Une assurance hospitalisation.Une assurance groupe.Un remboursement des frais de transport selon les dispositions legales.Un parcours  decouverte  au sein de notre etablissement comprenant un diner, une nuit, et un petit-dejeuner pour une ou deux personnes.Une carte Bienvenue permettant de beneficier de nombreux avantages au sein du groupe Accor.Cct 90Ecocheque 250 maximum13eme mois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368398,"Director of FB (mfd)","https://jobs.smartrecruiters.com/AccorHotel/744000040510490-director-of-f-b-m-f-d-","Accor","Vienna","No","Not specified","Full time","2025-02-05T02:39:03.989201Z","What youll do...","Verantwortung fur alle Food  Beverage-Operations im gesamten HotelEntwicklung und Umsetzung innovativer Konzepte fur unsere Bars, Restaurants und VeranstaltungenSicherstellung eines reibungslosen Betriebsablaufs und hochster ServicequalitatBudgetierung, Kostenkontrolle und UmsatzsteigerungZusammenarbeit mit lokalen Lieferanten und Produzenten, um ein einzigartiges kulinarisches Erlebnis zu bieten Enge Zusammenarbeit mit unserem Kuchenchef","Das Erlebnis der Gaste und des Teams steht im Mittelpunkt all deiner Aktivitaten. Du fuhrst von vorn und deine Prasenz im Unternehmen wird sowohl vom Team als auch von den Gasten gleichermaen wahrgenommen.","What were looking for...","Mehrjahrige Erfahrung im FB-Management, idealerweise in einem Lifestyle-Hotel oder einem ahnlichen UmfeldKreativitat und ein Gespur fur Trends in der GastronomieAusgezeichnete Fuhrungsqualitaten und die Fahigkeit, ein Team zu inspirierenStarke organisatorische Fahigkeiten und ein Auge fur DetailsHervorragende Kommunikationsfahigkeiten in Deutsch und EnglischLeidenschaft fur auergewohnliche Gastfreundschaft und kulinarische Erlebnisse","What's in it for you...","Sei dabei in einem Team, das mit absoluter Leidenschaft unvergessliche Gastfreundschaftserlebnisse kreiert.Rabatte bei unserer Ennismore-Family, 30% FB-Rabatt und bis zu 50% Rabatt auf Hotelbuchungen.Rabatte bei Accor - Genie exklusive Mitarbeiterrabatte in uber 4.700 Hotels  inklusive Rabatten auf Food  Drinks, Spa-Treatments, Shopping und mehr.Kostenloses Essen wahrend deiner Schicht.Hol dir deine Inhouse-Experience und lerne unser Haus aus Sicht des Gastes kennen, wenn du bei uns einsteigst.Zeit, um dich ehrenamtlich bei einem unserer Charity-Partner zu engagieren.Hox Hero und Nifty Fifty - unsere Belohnungen fur besondere Leistungen und das Leben unserer Werte.Regelmaige Teamtreffen, von unseren High Fives bis hin zu unseren (pretty special!) Team-Partys - wir wissen, wie man die besten Zeiten hat!Fordere den Status quo heraus und arbeite in einer Umgebung, die nicht nur kreativ, sondern auch erfullend ist.Werde Teil einer innovativen, schnell wachsenden, internationalen Gruppe, die die Gastfreundschaftswelt ordentlich aufmischt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368395,"Sales Manager- GCC","https://jobs.smartrecruiters.com/AccorHotel/744000040513742-sales-manager-gcc","Accor","Dubai","No","Not specified","Full time","2025-02-05T02:39:03.989247Z","To respond to all inquiries within 24 hours.To set up appointments and make personal sales calls, telemarketing and site inspections to all existing and potential accounts.To entertain decision makers of accounts in the FB outlets of the hotel and to take part in promotional activities with them.To follow up on lost business and bring information about them to the knowledge of the department superior.To negotiate with all customers and send out offerscontracts regarding individual and group business.To contribute to following the conversion ratio of the Group Department.To be aware of all market trends and share it to team so that a collective action can be implemented.To plan and arrange business trips to expand market awareness of the brand in key source markets.To attend the international fairs, roadshows maintain and build strong relations during these events.To consistently interact with key clients focusing on high profile guests.To maintain an efficient customer database system (OPERA), this is essential in generating sales activities report.  To update customers with the latest developments in the hotel and inform hotel management of all changes in the customer profile.To seek out and target new customers, new sales opportunities and initiate action plan to secure new business for the Hotel.To assist Credit Department in following up all outstanding balances of accounts in a timely manner.To come prepared on weekly Sales and Revenue meetingsTo build and maintain good relations with all Accor Regional and Global Sales Offices.To be aware of all fire, health, safety, emergency and security procedures in the hotel.To keep the Director Of Sales promptly and fully informed of all problems or concerns so that corrective action can be taken on time.To adhere to the Department and Hotels standard operating procedures (SOPs)To ensure strict confidentiality of information in the Department and Hotel.To carry out duties, projects and other assignments as required by Director Of Sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368394,"Auxiliar de Areas Publicas","https://jobs.smartrecruiters.com/AccorHotel/744000040514685-auxiliar-de-areas-publicas","Accor","Playa del Carmen","No","Not specified","Full time","2025-02-05T02:39:03.989298Z","Como Auxiliar de areas publicas su funcion principal sera mantener limpias y en buenas condiciones las areas publicas del hotel para un buen servicio a nuestros huespedes y heartists.","Sera el responsable de llevar a cabo los trabajos para mantener las areas publicas en condiciones optimas para nuestros huespedes.","Manejo correcto de quimicos y equipo de proteccion, uso de maquinas para proyectos (lavado de caminos, escaleras, etc)","Su experiencia y habilidades incluyen","Personalidad calida y afectuosa la experiencia previa de limpieza es un diferencialCapacidad para anticipar y centrar la atencion en las necesidades de los Huespedes y Propietarios, ser profesional y calido.","Programas de aprendizaje a traves de nuestras aplicaciones y la oportunidad de obtener certificaciones laboralesTarjeta de beneficios para los colaboradores que ofrece tarifas con descuento en Accor en todo el mundoOportunidad de desarrollar su talento y crecimiento en todo el mundoCapacidad para marcar la diferencia en la comunidad local a traves de nuestras actividades de Responsabilidad Social Corporativa.","Nuestro compromiso con la Diversidad  Inclusion
Somos una empresa inclusiva y nuestra ambicion es atraer, reclutar y promover talentos diversos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368393,"General Manager - Queen Elizabeth 2","https://jobs.smartrecruiters.com/AccorHotel/744000040514366-general-manager-queen-elizabeth-2","Accor","Dubai","No","Not specified","Full time","2025-02-05T02:39:03.989334Z","Be an ambassador of the brand and the property as General Manager, where your leadership, strong interpersonal skills and strategic vision will drive an engaged team, guest satisfaction and maximized operating results. You will bring your strong commercial and business acumen, and tenacity to drive the top line to exceed targets, and to position the property in the luxury marketplace.

To showcase the benefits and perks of working at the property and Accor, including talent development opportunities and Corporate Social Responsibility activities, you will be responsible for, among others
 Leading the business Lead the overall management and strategic direction of the property and support all departments in the achievement of operational targets
o Maximize the property in terms of profit and management of financials
o Ensure full compliance with operating controls and legislation in all areas of the business
 Building your team
o Actively involved in the recruitment process of positions within the property to select the best fit
o Champion employee engagement and promote a collaborative and inclusive environment where all employees are encouraged to provide input
o Develop relationships within the local community
 Driving service culture
o Maintain product and service quality standards to exceed guest expectations
o Promote the brand and ensure all brand essentials and standards are in place and executed consistently.","Our commitment to Diversity  Inclusion
We are an inclusive company and our ambition is to attract, recruit and promote diverse talent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368392,"Commise aux comptes senior, temps plein (HFD)","https://jobs.smartrecruiters.com/AccorHotel/744000040515376-commis-e-aux-comptes-senior-temps-plein-h-f-d-","Accor","Montebello","No","Not specified","Full time","2025-02-05T02:39:03.989371Z","Gerer la caisse principale, y compris la manipulation de l'argent et la preparation des depots bancaires quotidiens.Verifier et preparer les fonds de caisse, en assurant la conformite avec les standards de l'entreprise.Preparer et reconcilier les ecritures journalieres et les comptes payables en lien avec la caisse generale.Verifier et effectuer le suivi des etats de comptes recus, ainsi que preparer les factures a payer et emettre les cheques.Assister a la prise de l'inventaire et effectuer toute autre tache liee au poste selon les besoins.","Experience dans un poste administratif ou en comptabilite des comptes a payer.Connaissance des applications Microsoft Windows et d'autres logiciels pertinents.Diplome postsecondaire dans une discipline liee, un atout.Maitrise des competences organisationnelles et de communication.Connaissance de l'anglais, un atout.","Notre Engagement Diversite  Inclusion","Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.","Rejoignez-nous des aujourd'hui pour une carriere enrichissante au Fairmont Le Chateau Montebello ou chaque jour apporte de nouvelles opportunites et ou votre bien-etre est au cur de nos priorites.","httpscareers.accor.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368391,"Demi Chef - Pastry","https://jobs.smartrecruiters.com/AccorHotel/744000040516097-demi-chef-pastry","Accor","Dibba Al-Fujairah","No","5","Full time","2025-02-05T02:39:03.989405Z","Execute the preparation and production of high-quality pastry items, desserts, and baked goods according to standardized recipes and guidelines.Demonstrate creativity in developing new pastry recipes, desserts, and presentations while maintaining consistency in taste and quality.Assist in organizing and maintaining a clean, efficient, and well-stocked pastry kitchen. Ensure compliance with hygiene and safety standards at all times.Collaborate closely with the Pastry Chef and kitchen team to ensure smooth operations and timely delivery of pastry items for various outlets and events.Support junior team members, providing guidance and training in pastry preparation techniques, culinary skills, and adherence to quality standards.Assist in inventory control, stock rotation, and ordering of pastry ingredients and supplies to maintain optimal levels and minimize wastage.Conduct regular quality checks on pastry products to uphold the hotel's standards of excellence, presentation, and taste.Ensure compliance with food safety regulations, HACCP standards, and sanitation requirements to maintain a clean and safe working environment.","Extensive knowledge in preparation of pastry items such as breakfast breads and pastries, desserts, breads, ice creams, sorbets, creams, ganache, amenities, displays and centerpieces, etc.Fantastic passion for presentation and a meticulous eye for detail.Minimum of 1-2 years experience in a similar position, preferably in a 5 star hotel.Ability to work well under pressure in a fast paced environment.Well versed in all aspects of Food Hygiene, HACCP and OHS to ensure safe working practices are followed within the kitchen.    Strong communication, organisational skills and grooming standards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368390,"Revenue Manager MultiHotels HF","https://jobs.smartrecruiters.com/AccorHotel/744000040514157-revenue-manager-multi-hotels-h-f","Accor","Paris","No","Not specified","Full time","2025-02-05T02:39:03.989443Z","En tant que Revenue Manager Multi-Hotels, vous jouerez un role cle dans la performance commerciale de plusieurs hotels.","En effet, en plus de lhotel Ibis Paris Montmartre, vous aurez la responsabilite de piloter la performance dun deuxieme etablissement parisien, dune centaine de chambres. Vous serez le stratege du revenu, garantissant une optimisation continue a travers differents segments et canaux.","Strategie sur-mesure  Elaborer et deployer des strategies de Revenue Management adaptees a des marques et des categories variees.Pilote du pricing  Ajustez finement les tarifs et mixez les segments pour maximiser les profits tout en restant competitif sur chaque marche.Groupes et loisirs  Traitez les demandes de groupes affaires et loisirs avec reactivite et precision, en veillant a optimiser chaque opportunite.Distribution optimale  Boostez la performance des canaux de distribution (OTAs, site allaccor.com, etc.) et assurez-vous que chaque levier est utilise a son plein potentiel.Esprit critique  Remettez en question les recommandations du RMS et prenez des decisions eclairees pour ameliorer les resultats.Analyse et reporting  Suivez de pres les KPIs, analysez les resultats et implementez des plans daction pour anticiper et surperformer.Collaboration  Animez des revenue meetings inspirants avec les directeurs dhotels et la societe de gestion, tout en promouvant une culture axee sur la performance.","Etes-vous pret(e) a relever les defis de ces deux hotels parisiens et a maximiser leur performance commerciale ?","Profil recherche","Expert(e) du Revenue Management  Vous avez une experience confirmee de 2 ans minimum, avec une connaissance fine des segments B2C et B2B ainsi que des systemes RMS et PMS (FOLS, OPERA, IDEAS).Excellent communicant  Vous savez convaincre, federer et collaborer avec differents acteurs, tout en sachant etre force de proposition.Esprit analytique  Vous etes a laise avec les chiffres et avez un il aiguise pour detecter des opportunites doptimisation.","Ce que nous offrons","Une remuneration attractive sur 13 mois, selon profil.Prime annuelle sur objectifs.Un poste multi-sites, avec des defis varies dans un environnement dynamique.Teletravail et flexibilite dans l'organisation de votre emploi du temps.Une mobilite avec des deplacements reguliers entre nos hotels.Couverture regime Prevoyance et Frais de Sante.Prise en charge du cout des transports publics.","Rejoignez nous et prenez part a une aventure stimulante ou chaque decision compte et ou vous pourrez laisser votre empreinte sur la strategie de plusieurs hotels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
