"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_10","Section_2","Section_3","Section_4","Section_6","Section_7","Section_8","Section_9","Section_11","Section_5","Section_12","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_27","Section_28","Section_29"
1963530,"Principal Solutions Engineer (US East Coast Remote)","https://www.wiz.io/careers/job/4416988006/:title?gh_jid=4416988006","Wiz","Boston","Yes","Not specified","Full time","2025-02-05T17:55:27.560156Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","LOCATION","WHAT YOULL DO","Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.","The ideal candidate will be located in the US on the East Coast.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.",,,,,,,,,,,,,,,,
2154553,"Principal Solutions Engineer (US East Coast Remote)","https://www.wiz.io/careers/job/4431089006/:title?gh_jid=4431089006","Wiz","New York City","Yes","Not specified","Full time","2025-02-05T17:55:27.560182Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","LOCATION","WHAT YOULL DO","Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.","The ideal candidate will be located in the US on the East Coast.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.",,,,,,,,,,,,,,,,
2355618,"Solutions Engineer - Japan","https://www.wiz.io/careers/job/4436397006/:title?gh_jid=4436397006","Wiz","Remote","Yes","Not specified","Full time","2025-02-05T17:55:27.560202Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","Experience with traditional CSPM tools
SaaS experience
Awareness of the CICD process
Familiarity with Infrastructure as Code","SUMMARY","As a Solutions Engineer, you will be responsible for supporting our Mid-Market Enterprise customers and reporting to the Senior Manager, Solutions Engineering - Japan. You will partner directly with Account Executives to help change our customers' views and how they approach cloud security. You will be their trusted advisor for all matters related to cloud security across AWS, Azure, and GCP. We are passionate about technical sales and helping our customers achieve the maximum value from our solution.","Please note that we are only considering candidates in the Greater Tokoyo Area at this time.","Partner with the sales team to provide technical leadership to our customers and prospective customers in conjunction with helping our team meet their quarterly sales targets.
Provide presentations to our customers and prospective customers such as whiteboards,  product demonstrations, slides, and proof of value outcomes.
Help our customers and prospective customers plan in-depth test plans for showing the value of the Wiz platform in their environment (proof of value).
Invest time in learning new product features, industry related developments, and broadening your overall technical skillset.
Represent Wiz in technical forums such as trade shows, technical meet-ups, and industry events.","WHAT YOULL BRING","Ability to deliver world class demonstrations and training experience to our channel customers
Mastered the technical sales process
Thrive in a creative technical role assisting partners to build a technical business delivery model
Experience in a sales engineering role delivering solutions to C-level executives at enterprise customers
Ability to travel up to 50%
Cloud security experience
AWSAzureGCP hands on experience
Network engineering experience
Strong operating system, virtual machine, and container knowledge
Knowledge of risk-based security assessments and frameworks
Understanding of cloud identity, access, certificates, and keys","BONUS POINTS","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","WHAT YOULL DO","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.",,,,,,,,,,,,,,,
2355617,"Principal Solutions Engineer (US East Remote)","https://www.wiz.io/careers/job/4416990006/:title?gh_jid=4416990006","Wiz","Boston","Yes","Not specified","Full time","2025-02-05T17:55:27.560220Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","WHAT YOULL DO","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",,"Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.",,,,,,,,,,,,,,,,,
2355614,"Principal Solutions Engineer (US East Remote)","https://www.wiz.io/careers/job/4439820006/:title?gh_jid=4439820006","Wiz","New York City","Yes","Not specified","Full time","2025-02-05T17:55:27.560238Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","WHAT YOULL DO","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",,"Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.",,,,,,,,,,,,,,,,,
2355611,"Principal Solutions Engineer (US Central Remote)","https://www.wiz.io/careers/job/4439823006/:title?gh_jid=4439823006","Wiz","Dallas","Yes","Not specified","Full time","2025-02-05T17:55:27.560256Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","WHAT YOULL DO","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",,"Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.",,,,,,,,,,,,,,,,,
2355608,"Principal Solutions Engineer (US Central Remote)","https://www.wiz.io/careers/job/4439824006/:title?gh_jid=4439824006","Wiz","Austin","Yes","Not specified","Full time","2025-02-05T17:55:27.560274Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.","SUMMARY","As a Principal Solutions Engineer you will work closely with Wizs CTO, Field CTO, Customer Success, Product Management, and RD organizations to maintain alignment and ensure coordinated efforts across the sales process.","WHAT YOULL DO","WHAT YOULL BRING","Strong technical background with a solid understanding of core IT, InfoSec, Cloud, and DevOps concepts.
Proven skillset and experience with a career path focused on public cloud architecture (AWS, Azure, GCP).
SME level knowledge of Kubernetes and containers with the ability to architect and troubleshoot complex environments.
Ability to lead conversations focused at various audiences including technical, business, and executive level.
Be passionate in regard to continuous self-improvement and learning to maintain technical leadership.
Experience and ability to code and understand developer workflows. Git, CICD, helm, terraform etc","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",,"Provide technical and business-relevant feedback into Product Management based on field engagements to improve Wizs position and value messaging to prospects and clients.
Collaborate with Wiz sales teams on strategic opportunities in demonstrating the business and technical value of the Wiz platform.
Assist SEs and prospects during the POC process with advanced use cases, installationdeployment, and troubleshooting.
Lead regular thought leadership sessions with the field teams sharing insights and approaches derived through customer engagement to improve our effectiveness in messaging and delivering value to prospective clients and existing customers.
Assist in messaging and selling Wiz platform capabilities to prospects and customers.",,,,,,,,,,,,,,,,,
2355606,"Principal Programs Manager, Channels  Alliances","https://www.wiz.io/careers/job/4439522006/:title?gh_jid=4439522006","Wiz","Remote","Yes","8","Full time","2025-02-05T17:55:27.560292Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","8 years of program management experience in ChannelAlliances or individual contribution
Minimum of 3 years of experience managing compliance programs, including demonstrated expertise in developing and maintaining compliance frameworks, conducting internal audits, and implementing governance controls for partner ecosystems
Proven project management acumen with a track record of effectively leading multifaceted initiatives
Profound analytical and problem-solving abilities.
Ability to build content  professional decks in Microsoft PPT, SharePoint, and Google
Experience working on enterprise technology or software development initiatives with business-wide scope and impact
Ability to work cross-functionally with other departments such as IT, HR, Legal, and Operations to achieve comprehensive cybersecurity coverage
Adaptability Quick to adapt to new technologies and methodologies to keep the organization secure in an ever-changing threat landscape
Ability to effectively communicate technology and cybersecurity risks and recommendations to executives
Team player with a collaborative working style
High attention to detail, processes, and organization
Demonstrated experience presenting detailed and complex go-to-market concepts to both technical and non-technical audiences
Forward-thinking, results-oriented, values collaboration, self-motivated, and willing to adapt to change in a fast-moving environment
A teammate and change champion with a bias for action (validated experience of leading others to think and act differently according to business needs)
Extraordinary communication and negotiation skills in all mediums and throughout all levels of the organization (e.g., clear and compelling ""storyteller"" with accurate insights and well-thought-out recommendations)","SUMMARY","Wiz is seeking an experienced Principal Program Manager to join our WW Channels  Alliances team. You'll be instrumental in shaping and executing our multi-year growth programs strategy, developing comprehensive go-to-market models, and strengthening our partnerships with CSPs, System Integrators, MSPs, and National GTM Partners. You'll also oversee program development, operational excellence, and compliance initiatives. You will increase the team's efficiency by helping prioritize meetings and communication to continue to promote high-performing teams.","WHAT YOULL DO","Design and implement new partner programs and initiatives
Create and maintain program documentation and training materials
Develop metrics and KPIs to measure program success
Lead program reviews and continuous improvement efforts
Establish best practices for program scalability and repeatability","Oversee annual operating  capacity planning for Global Alliances and Channel functions
Develop and implement co-sell, influence, and managed services programs
Lead complex cross-functional projects while ensuring effective communication across teams
Implement operational efficiency improvements and automation initiatives
Manage resource allocation, budgets, and capacity planning","Ensure partner programs meet regulatory requirements and internal policies
Develop and maintain compliance documentation and audit trails
Conduct regular program audits and assessments
Implement risk management strategies for partner relationships
Coordinate with legal and compliance teams on partner agreements
Monitor and report on compliance metrics","WHAT YOULL BRING",,"Partner with executive leadership to define and execute multi-year growth strategies for Channels and Alliances
Drive development and implementation of multi-route to-market models (VAR, CSP, and GSI)
Lead the strategy and execution of several programs with life-cycle management
Collaborate with Channel solution architects to develop partner advanced  adoption services","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.",,,,,,,,,,,,,,
2342397,"Technical Account Manager","https://www.wiz.io/careers/job/4436881006/:title?gh_jid=4436881006","Wiz","Tel Aviv","No","3","Full time","2025-02-05T17:55:27.560309Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.","SUMMARY","As a Technical Account Manager, youll be responsible for planning and executing strategies to drive customer adoption and use of the Wiz platform. You will provide both strategic and hands-on technical guidance to customers throughout the Wiz journey, from onboarding to operationalization.","WHAT YOULL DO","WHAT YOULL BRING","3 years of experience in technical customer facing roles, such as Technical Account Manager, Professional Services, Solutions Engineering, Technical Support, Customer Success Engineer.
Strong understanding of cloud services, architectures, and security best practices, with CSP level certifications (e.g., Certified Solutions Architect, Certified DevOps Engineer).
Familiarity with container technologies (Docker, Kubernetes) and the security considerations associated with them.
Strong problem-solving skills, with the ability to troubleshoot complex technical issues and drive resolution.
Proven track record of building and maintaining relationships with enterprise clients, driving customer success, and exceeding performance targets.
Excellent communication and interpersonal skills, with the ability to effectively engage with stakeholders at all levels of an organization.
Excellent written and verbal skills in Hebrew and English.
Ability to multi-task and thrive in a fast-paced environment.
B.S. in Computer Science, Engineering, or similar field.","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",,"Provide customers with expert guidance on deployment, operational best practices, and assist in establishing a Wiz Center of Excellence.
Develop trusted advisor relationships and establish a regular cadence with customer stakeholders from practitioners to C-level, with a focus on increasing adoption, ensuring retention, and fostering satisfaction.
Help customers develop Success Plans, outlining critical goals and key performance indicators, and provide guidance in achieving these objectives. 
Collaborate with Engineering and Support teams to resolve technical escalations quickly and efficiently.
Advocate for customer needs across various departments, offer insights regarding the availability of new features in Wiz. 
Collaborate with the Wiz Sales and Renewal teams to secure contract renewals.",,,,,,,,,,,,,,,,,
2342395,"Strategic Partner Manager - SI, Accenture AMS","https://www.wiz.io/careers/job/4438112006/:title?gh_jid=4438112006","Wiz","Remote","Yes","10","Full time","2025-02-05T17:55:27.560327Z","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.","Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 45% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. Were the leading player in a massive and growing market, but its still early enough for you to make a significant impact. At Wiz, youll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.",,"SUMMARY","Wiz is looking for a Strategic Partner Manager, SI, Accenture in AMS who will be instrumental in developing and executing a comprehensive partnership strategy. This role involves identifying, negotiating, and managing high-impact partnerships with leading technology companies, enhancing our product offerings, and expanding our market reach. The ideal candidate will have a robust background in technology partnerships, a keen understanding of cloud security landscapes, and a proven track record of generating revenue through strategic alliances.","Reporting to the RVP of System Integrator Alliances, success will be accomplished by Delivering innovative programs with our strategic technology partners. These programs will be integrated with our broader ecosystem.","WHAT YOULL BRING","If your experience is close but doesnt fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.","Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.","By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.",,"WHAT YOULL DO",,,,,,,,,,,,,,,,,
