"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_10","Section_11","Section_12","Section_2","Section_3","Section_4","Section_5","Section_6","Section_7","Section_8","Section_9","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_26","Section_27","Section_28","Section_29","Section_30","Section_31","Section_32","Section_33","Section_34","Section_35","Section_36","Section_37","Section_38","Section_39","Section_40","Section_41","Section_42","Section_43","Section_44","Section_45","Section_46"
2374812,"Assistant Manager, BD  Strategic Partnerships","https://jobs.smartrecruiters.com/Grab/744000040708230-assistant-manager-bd-strategic-partnerships","Grab","Singapore","No","6","Full time","2025-02-05T17:57:23.834708Z","Get to Know the Role","As an Assistant Manager in Strategic Partnerships and Business Development at Grab Singapore, you'll lead the creation and nurturing of partnerships to drive growth and profitability. Your responsibilities include managing the full partner development cycle, from identifying opportunities to executing deals, across various business lines like Transport, GrabFood, Omnicommerce, GrabExpress, GrabMart, and GrabFinancial. You'll regularly engage with senior executives and corporate partners, influencing high-level decisions, while collaborating with internal teams to ensure alignment with strategic goals.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","This role will report onsite at Singapore Grab office and will report into the Manager of BD  Strategic Partnerships. You will be working onsite at our One North Office.","The Critical Tasks You Will Perform","Shape and Drive Opportunities Identify and define key partnership opportunities across Grab's ecosystem. Lead in strategizing, structuring, and executing high-impact partnerships.Create Win-Win Partnerships Collaborate with potential partners to pitch ideal collaboration opportunities, ensuring mutually beneficial outcomes across Grab's portfolio.Co-Create Business Plans Work with partners to develop and align business development roadmaps with Grab's strategic goals.Lead Projects from Start to Finish Take ownership from negotiation through to execution, managing all aspects including deal closure, project management, and delivery.Nurture Senior-Level Relationships Build and maintain strong relationships with decision-makers within Grab and partner organizations, ensuring long-term, successful collaborations.Drive Business Reviews Regularly update Grab's senior leadership on project progress, highlighting successes, challenges, and proposed solutions.",,"What Essential Skills You Will Need","Experience  Education University degree with 6 years in Strategic Partnerships, Business Development, or ClientProject Management.Business Savvy Acute business acumen with strong negotiation, stakeholder management, and opportunity-hunting skills.Strategic Thinking Ability to assess and articulate how partnerships can drive value for both Grab and our partners.Hands-On  Proactive Ready to dive in and take ownership of projects.Executive Management Engaging senior leaders and stakeholders clearly and with confidence.Excel  Business Modelling Data analysis to make informed decisions.PowerPoint Expertise Experienced in creating impactful presentations, from pitch decks to business reviews for senior management.","Join us in making an impact at Grab, where your work will shape the future of Southeast Asia's superapp. Apply now to be part of our dynamic team!",,"What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365228,"Data Analyst","https://jobs.smartrecruiters.com/Grab/744000040424288-data-analyst","Grab","Petaling Jaya","No","2","Full time","2025-02-05T17:57:23.834754Z","Get to Know the Team","The Integrity team is dedicated to safeguarding our users on Grab. We use our datasets to address multiple challenges, from ensuring safety to preventing fraud. We are involved in the entire data lifecycle, including analyzing user behavior, identifying anomalies, and developing detection and prevention modules for suspicious activities. If you're enthusiastic about solving complex problems that have a direct, real-world impact, we'd love to have you on board!","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","Get to Know the Role","Reporting to the Senior Analytics Manager in the Integrity team (Trust, Identity  Safety), you will help analyze data to understand user behaviors and identify potential risks on our platform. Your insights will guide strategies to safeguard our diverse user base from multiple types of fraud and risk.","The Critical Tasks You Will Perform","You will analyze user and transaction data to uncover patterns, trends, and issues, aiding in the creation of inclusive and effective abuse prevention policies.You will enhance detection by swiftly identifying latest trends and developing data-driven rules and strategies to address potential risks.You will conduct statistical analyses to ensure detection systems align with industry standards, refining policies, strategies, and controls.You will build and maintain dashboards for all stakeholders to provide visibility of key metrics, patterns and detection efficiencyYou will collaborate across teams to address risks associated with Grab's products, processes, and payment methods, serving as a strategic partner in risk management decisions.","What Essential Skills You Will Need","At least 2 years of experience as a hands-on analyst in a high-tech companyA technical degree in Computer Engineering, Information Technology, Data Sciences, Maths or related fields.Experience in handling large-scale unstructured data. Experience in SQL or other data handling tools.Business intelligence experience using tools such as PowerBI or Tableau.Experience with any of the data analysis tools such as R or Python.Experience with the application of experimentation and statistical techniques (such as hypothesis testing, probability distributions, regression, decision trees).Understanding of the risk management space in digital ecosystems.Proficiency in Gen AILLM's.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365226,"Regional Legal Counsel - Financial Services","https://jobs.smartrecruiters.com/Grab/744000040437025-regional-legal-counsel-financial-services","Grab","Petaling Jaya","No","5","Full time","2025-02-05T17:57:23.834787Z","Get to Know the Team","The Legal team supports Grab Financial Group's businesses across Malaysia, Singapore, Indonesia, Thailand, Vietnam, and the Philippines by providing legal, regulatory, compliance, governance, and contractual advice. .","Qualifications","Admitted Solicitor Legal practice admission in Singapore or Malaysia.Corporate and Regulatory Experience Specialized experience in payments and financial services legal practice.Experience Level Overall, at least 5 years of post-qualification experience.","Life at Grab","Get to Know the Role","You will focus on Digital Payments, Lending, and Insurtech, on regulatory matters, especially in dealing with government regulators, negotiating contracts, and handling governance documentation based on specific commercial, payments, and financial services requirements.","You will report to the Associate General Counsel, GrabFin.","The role is onsite at Grab office.","The Critical Tasks You Will Perform","Advise on regulatory licensing and compliance in payments, insurance, lending regulations, credit card association rules, and consumer protection laws.Review and manage contracts to ensure compliance with relevant regulations.Develop tailored compliance programs.Draft and review contract provisions with vendors, customers, partners, and consultants.Collaborate with finance, tax, accounting, and HR teams to address legal concerns.Identify and mitigate legal issues related to new financial services products and support regional expansion.Research legal issues and draft memos.Provide concise legal advice on financial services and payments laws.Represent Grab's interests with regulatory agencies and external counsel.Support Public Affairs in responding to legislative and regulatory proposals.Manage external advisors and counsels.Guide on legal aspects of product design, ensure legal compliance, and disclosures in user experiences.Work with regional and country legal teams on payments regulation and product design.Implement AMLA (Anti-Money Laundering Act) compliance requirements.Support inter-department programs to create compliant financial services products.","What Essential Skills You Will Need","Regulatory and Compliance Knowledge Experience with payments, insurance, lending regulations, credit card association rules, and consumer protection laws.Contract Review and Management Experience handling, reviewing, and negotiating contracts.Compliance Program Development Able to develop and implement compliance programs tailored.Collaboration Experience working with finance, tax, accounting, and HR teams to resolve legal concerns.Issue Identification and Resolution Competence in identifying and addressing legal issues related to new financial services products.Research and Memo Drafting Proficient legal research and memo drafting.Regulatory Interface Experience managing relations with regulatory bodies and providing legal advice.Risk Mitigation Ability to identify and propose strategies to mitigate legal risks in product design.AMLA Compliance Knowledge in developing AMLA compliance requirements.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365221,"Senior Data Scientist (Dynamic Pricing)","https://jobs.smartrecruiters.com/Grab/744000040438196-senior-data-scientist-dynamic-pricing-","Grab","Singapore","No","3","Full time","2025-02-05T17:57:23.834832Z","Get to Know the Team","The Fulfilment tech family is one of the pillars ensuring Grab out-serves our consumers and partners in different businesses and marketplaces across Southeast Asia. The Pricing Data Science team in this tech family creates efficient marketplaces by determining price that is both sustainable and loved by our partners and consumers.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","What we stand for at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","Get to Know the Role","We are looking for a Senior Data Scientist to build self-optimising pricing products that can automatically adjust bookingorder fares in response to the dynamic and changing market conditions to achieve predetermined goals. You will report into the Head of Data Science (Pricing) and be based onsite in Singapore.","The Critical Tasks You Will Perform","You will build self-optimising pricing products that can automatically adjust bookingorder fares in response to dynamic and changing market conditions.You will establish pipelines to automate the model parameter tuning and model serving in a scalable way.You will participate in code and design reviews to maintain high development standards.You will build dashboards to monitor the health of our DS solutions and maintain these solutions. This will involve tracking performance, identifying issues, and implementing improvements.You will create technical documents outlining the methodologies and findings of your work. You can present solutions and explain complex concepts to non-technical stakeholders.You will stay up-to-date with the latest skills and apply this knowledge to accomplish tasks.","What Essential Skills You Will Need","You hold a Master Degree in a relevant field such as Computer Science, Operations Research, Mathematics, Statistics, Economics, Physics, or Software Engineering.You have at least 3 years of experience in two or more of the following areas reinforcement learning, control thoery, causal inference, optimisation and deep learning in tech companies or academic institutions.You are proficient in Python, TensorFlow, SQL, and Spark, with experience writing efficient SQL queries and creating readable, maintainable, and testable python or TensorFlow codes.You can develop data processing Extract, Transform and Load pipelines to support data analysis, model training, and model serving tasks.You have hands-on experience with distributed systems and cloud services like AWS, GCP, and Azure.You are familiar with Version Control Systems such as git, git-flow, and understand the full software development life-cycle.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365219,"Manager II, Configuration Management","https://jobs.smartrecruiters.com/Grab/744000040453521-manager-ii-configuration-management","Grab","Bengaluru","No","10","Full time","2025-02-05T17:57:23.834863Z","Get to Know the Team","Grabber Technology Solutions (GTS) aims to be a technology leader that provides predictive and seamless experiences to all Grab employees (Grabbers). We are a diverse team of technology practitioners looking to outserve Grabbers with positive, personalised IT experiences. We are looking for individuals with similar customer-centric and innovative values to join our growing team.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","This role will be onsite and located in Bengaluru.","Get to Know the Role","Reporting to the Senior Manager, Service Management Office, you will be an individual contributor to lead the Configuration Management practice for GTS. You will build and improve this practice and operating model.","The Critical Tasks You Will Perform","Expertise in Best Practices and Standards Must have a background in infrastructure and application Configuration Management best practices and standards, especially in regulated industries.Standards and Guidelines Enforcement Define and enforce standards and guidelines for Configuration, Hardware  Software Asset Management, ensuring compliance with best practices and regulatory requirements.CMDB Maintenance Maintain data quality, integrity, and security of the CMDB or similar repository to store and manage configuration items.Stakeholder Coordination Coordinate with stakeholders, including IT teams, procurement, and finance to track software licenses, maintenance agreements, warranties, and service contracts.Software Compliance Conduct regular assessments of software compliance and work with vendors to resolve discrepancies or non-compliance issues.Governance and Evaluation Gatekeep and document entry and exit governance criteria for Configuration Items (CIs), ensuring due diligence. Evaluate changes based on the quality of information in Change Requests concerning CIs.Incident and Problem Management Support major incident resolution related to CMS issues and work on problem management until closure. Publish regular HAM, SAM, and Configuration Management reports.","What Essential Skills You Will Need","At least 10 years experience in the IT industry, of which 3 years focusing in configuration management.Experience with IT asset and configuration management or related roles.Proven experience in managing and maintaining Configuration Management Databases (CMDB) or similar repositories, ensuring data quality, integrity, and security.Knowledge of IT service management (ITIL) and related processes including service strategy, design, transition and processes.Working knowledge of COBIT domains or related standards.Experience in managing communications with management  cross-functional teams.ITIL Foundation (v4) certified.Possessed database knowledge",,"What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365218,"Senior Application Support, Finance Systems","https://jobs.smartrecruiters.com/Grab/744000040455236-senior-application-support-finance-systems","Grab","Jakarta","No","5","Full time","2025-02-05T17:57:23.834892Z","Get to Know the Role","Senior Application Support Specialists will report directly to the Support Manager for Finance Systems. Their primary responsibility will be operational support for Finance applications, solving incoming issues to ensure swift and efficient resolution. You will be based onsite in Grab Jakarta office.","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,"The Critical Tasks You Will Perform","You will furnish support to Finance users on system-related issues, including system setup, data migration, report building, and minor enhancements.You will provide third-level resolution, preparing technical documentation, system manuals, and procedures.You will offer technical assistance during Month-endYear-end activities and support Finance and Procurement modules.You will manage all incidents and problems, prioritizing issues of varying severity.You will perform root cause analysis for high-severity incidents and problem tickets.You will ensure solutions align with business needs and requirements.You will monitor Extract, transform, and load (ETL) jobs and interfaces using automated monitoring techniques.","What Essential Skills You Will Need","Minimum of 5 years in a senior role working with Oracle ERP Cloud applications.Proficiency in writing, debugging, and tuning basic SQL queries.Hands-on experience with Oracle Fusion tables, views, and setups.Knowledge of Oracle technologies OTBI, BI Publisher, Oracle BPM for Cloud ERP.Familiarity with Oracle tools such as ADFDI, SMARTVIEW, FR Studio, BPM Workflow.Experience with Oracle Fusion integration with third-party applications.Usage of FBDI templates for Customers, Suppliers, Banks, AR Invoices, and Journals.High-level understanding of Oracle Financial Modules.Support Testing, Defects Analysis, and Fixing according to product support activities.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365216,"Manager II, Configuration Management","https://jobs.smartrecruiters.com/Grab/744000040456550-manager-ii-configuration-management","Grab","Jakarta","No","10","Full time","2025-02-05T17:57:23.834924Z","Get to Know the Team","Grabber Technology Solutions (GTS) aims to be a technology leader that provides predictive and seamless experiences to all Grab employees (Grabbers). We are a diverse team of technology practitioners looking to outserve Grabbers with positive, personalised IT experiences. We are looking for individuals with similar customer-centric and innovative values to join our growing team.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","Get to Know the Role","Reporting to the Senior Manager, Service Management Office, you will be an individual contributor to lead the Configuration Management practice for GTS. You will build and improve this practice and operating model.","The Critical Tasks You Will Perform","Expertise in Best Practices and Standards Must have a background in infrastructure and application Configuration Management best practices and standards, especially in regulated industries.Standards and Guidelines Enforcement Define and enforce standards and guidelines for Configuration, Hardware  Software Asset Management, ensuring compliance with best practices and regulatory requirements.CMDB Maintenance Maintain data quality, integrity, and security of the CMDB or similar repository to store and manage configuration items.Stakeholder Coordination Coordinate with stakeholders, including IT teams, procurement, and finance to track software licenses, maintenance agreements, warranties, and service contracts.Software Compliance Conduct regular assessments of software compliance and work with vendors to resolve discrepancies or non-compliance issues.Governance and Evaluation Gatekeep and document entry and exit governance criteria for Configuration Items (CIs), ensuring due diligence. Evaluate changes based on the quality of information in Change Requests concerning CIs.Incident and Problem Management Support major incident resolution related to CMS issues and work on problem management until closure. Publish regular HAM, SAM, and Configuration Management reports.","What Essential Skills You Will Need","At least 10 years experience in the IT industry, of which 3 years focusing in configuration management.Experience with IT asset and configuration management or related roles.Proven experience in managing and maintaining Configuration Management Databases (CMDB) or similar repositories, ensuring data quality, integrity, and security.Knowledge of IT service management (ITIL) and related processes including service strategy, design, transition and processes.Working knowledge of COBIT domains or related standards.Experience in managing communications with management  cross-functional teams.ITIL Foundation (v4) certified.Possessed database knowledge","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365214,"Senior Associate, FMCG Key Account Management","https://jobs.smartrecruiters.com/Grab/744000040464280-senior-associate-fmcg-key-account-management","Grab","Jakarta","No","4","Full time","2025-02-05T17:57:23.834961Z","Get to Know the Team","We are a mix of young and experienced individuals, all motivated to make a societal impact in Southeast Asia. Grab B2B, the B2B SaaS team within Grab, simplifies business transportation, corporate food  package deliveries, corporate utilities, OVO payment, and Grab Marketing Services for companies across Southeast Asia. We engage with top companies and brands, focusing on successful key account management.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","Get to Know the Role","You will manage a top FMCG account portfolio, using client, industry, and data insights to upsell and cross-sell platform products, aiming to achieve revenue goals and exceed client expectations. Sales skills are necessary , as you will need to generate prospects and maintain pipeline, while tracking performance against sales targets. Additionally, you will also collaborate with partners across departments to develop solutions that meet consumer needs and achieve performance goals. You will report to the Mid Market Leader. You will be based in the Jakarta office.","The Critical Tasks You Will Perform","You will oversee a portfolio of leading FMCG accounts, using insights to foster relationship within the broader client's organization to increase upselling and cross-sell opportunitiesCreate and sustain a pipeline of deals while monitoring performance against sales targets to reach revenue objectives.Cultivate and nurture enduring relationships with key FMCG clients and brands.Identify and address client needs and challenges.Gain a comprehensive understanding of Grab B2B products and business solutions.Use data and draw insights to present account plans and perform data analysis using Salesforce CRMImplement growth strategies tailored to specific accounts.Set revenue targets and develop business plans.Contribute to new programs and launches to strengthen Grab B2B's position as a market leader.","What Essential Skills You Will Need","You have a min. of Bachelor's Degree in business, management, or relevant field of studyYou will have a min. 4 years of experience working with or in FMCG B2B, Media Agency, Saas, corporate environment (direct client-facing role)Experience generating sales, clients success and key accounts performer in achieving and even exceeding sales targets.Experienced working with different people of multiple backgrounds to build a good network with clients and within the Grab business.Proficiency in using Salesforce CRM and data analysis",,"Life at Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365213,"Principal Product Manager, Personalisation","https://jobs.smartrecruiters.com/Grab/744000040468887-principal-product-manager-personalisation","Grab","Singapore","No","8","Full time","2025-02-05T17:57:23.835007Z","Get to Know the Role","The personalization team's mission is to help consumers discover everything on Grab that is relevant, even when they don't know what they are looking for. We seek a dynamic and experienced product manager with product management and MLAI experience.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","You will be responsible for Grab's consumer-facing ranking, and recommendations across key businesses. You will be reporting to the Head of Product, Search and Personalisation.","This role is based onsite at Grab's office in Singapore","Day-to-day activities","Develop and execute a comprehensive personalization strategy across our product portfolioLead cross-functional teams to implement data-driven personalization solutionsAnalyze user behavior and preferences to identify opportunities for personalized experiencesDesign and oversee AB tests to optimize personalization algorithms and user interfacesCollaborate with data science and engineering teams to leverage AI and machine learning in personalization effortsDefine and track key performance indicators (KPIs) to measure the impact of personalization initiativesStay abreast of industry trends and emerging technologies in personalizationPresent personalization strategies and results to executive leadership",,"At least 8 years of product management experience, with a focus on personalization and customer-centric solutionsExperience in developing and implementing successful MLAI driven product prioritiesExperience using data and insights to inform product developmentExperience lead cross-functional teams and influence stakeholders across levelsBachelor's degree in Computer Science, Business Administration, or related field MBA or advanced degreeExperience communicating complex technical concepts to a variety of audiences.Bachelor's degree in Computer Science, Business, or related field MBA or advanced degree preferred","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365211,"Principal Product Manager, Personalisation","https://jobs.smartrecruiters.com/Grab/744000040468652-principal-product-manager-personalisation","Grab","HCMC","No","8","Full time","2025-02-05T17:57:23.835044Z","Get to Know the Role","The personalization team's mission is to help consumers discover everything on Grab that is relevant, even when they don't know what they are looking for. We seek a dynamic and experienced product manager with product management and MLAI experience.","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,"You will be responsible for Grab's consumer-facing ranking, and recommendations across key businesses. You will be reporting to the Head of Product, Search and Personalisation.","This role is based onsite at Grab's office in Vietnam.","Day-to-day activities","Develop and execute a comprehensive personalization strategy across our product portfolioLead cross-functional teams to implement data-driven personalization solutionsAnalyze user behavior and preferences to identify opportunities for personalized experiencesDesign and oversee AB tests to optimize personalization algorithms and user interfacesCollaborate with data science and engineering teams to leverage AI and machine learning in personalization effortsDefine and track key performance indicators (KPIs) to measure the impact of personalization initiativesStay abreast of industry trends and emerging technologies in personalizationPresent personalization strategies and results to executive leadership","At least 8 years of product management experience, with a focus on personalization and customer-centric solutionsExperience in developing and implementing successful MLAI driven product prioritiesExperience using data and insights to inform product developmentExperience lead cross-functional teams and influence stakeholders across levelsBachelor's degree in Computer Science, Business Administration, or related field MBA or advanced degreeExperience communicating complex technical concepts to a variety of audiences.Bachelor's degree in Computer Science, Business, or related field MBA or advanced degree preferred","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364495,"Senior Software Engineer, Backend (Golang)","https://jobs.smartrecruiters.com/Grab/744000040271806-senior-software-engineer-backend-golang-","Grab","Jakarta","No","5","Full time","2025-02-05T17:57:23.835075Z","Get to Know the Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by enabling our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","Get to Know the Role","We are seeking a Senior Backend Engineer specializing in Golang to join our dynamic team in Jakarta, Indonesia. As a key member of our engineering department, you will be responsible for designing, developing, and maintaining high-performance, scalable backend systems that power our cutting-edge applications. You will be reporting to an Engineering Manager. This is an onsite role based in Jakarta.","The Critical Tasks You Will Perform","Design and implement efficient, scalable, and maintainable backend services using GolangDevelop and integrate RESTful APIs to support various client applicationsArchitect and build microservices-based solutions for distributed systemsOptimize database queries and manage both SQL and NoSQL databasesCollaborate with cross-functional teams to define and implement new featuresParticipate in code reviews and mentor junior developersTroubleshoot, debug, and optimize backend systems for maximum performanceImplement and maintain CICD pipelines for seamless deploymentEnsure the security and reliability of backend infrastructureStay up-to-date with emerging technologies and industry best practices","What Essential Skills You Will Need","Bachelor's degree in Computer Science, Software Engineering, or a related field5 years of experience in backend development, with at least 3 years of hands-on experience with GolangStrong proficiency in designing and developing RESTful APIsExtensive experience with microservices architecture and distributed systemsExpertise in database management, including both SQL and NoSQL databasesProficient in version control using GitExperience with cloud platforms such as AWS, GCP, or AzureKnowledge of containerization technologies like Docker and KubernetesFamiliarity with CICD pipelines and DevOps practicesStrong understanding of software design patterns and best practicesExperience building high-performance, scalable systemsKnowledge of security best practices in backend developmentRelevant certifications (e.g., AWS Certified Developer, Google Cloud Professional Cloud Developer)",,"Life at Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
